Lat,Lon,Predicted_NTU,Flow_U,Flow_V,Risk_Level,Source
16.566818,80.5059,257.92212,62626.81,4681.6196,Moderate,Agricultural Runoff
16.566818,80.50758,434.04495,112214.67,47852.492,High,Agricultural Runoff
16.566818,80.50927,366.8724,80043.67,28786.186,High,Agricultural Runoff
16.566818,80.51096,483.6539,118966.66,72642.41,High,Agricultural Runoff
16.566818,80.51265,637.0476,180619.62,151098.12,Critical,Agricultural Runoff
16.566818,80.514336,568.8113,160206.06,89271.81,Critical,Agricultural Runoff
16.566818,80.51602,546.53577,138769.47,74773.195,Critical,Agricultural Runoff
16.566818,80.51771,524.74493,124094.78,102092.15,Critical,Agricultural Runoff
16.566818,80.519394,505.82272,126223.734,110044.8,Critical,Agricultural Runoff
16.566818,80.52109,488.3456,115256.57,67357.05,High,Agricultural Runoff
16.566818,80.52277,487.9172,111094.31,61726.125,High,Agricultural Runoff
16.566818,80.52446,541.4053,130803.05,112054.125,Critical,Agricultural Runoff
16.566818,80.526146,574.5167,141292.28,115498.48,Critical,Agricultural Runoff
16.566818,80.52783,568.6756,137566.78,112755.92,Critical,Agricultural Runoff
16.566818,80.529526,551.7702,141884.64,44997.168,Critical,Agricultural Runoff
16.566818,80.53121,538.02875,-118999.42,-154728.98,Critical,Agricultural Runoff
16.565199,80.47384,361.6464,47519.6,-19847.031,High,Agricultural Runoff
16.565199,80.475525,489.80792,152052.2,-35319.285,High,Agricultural Runoff
16.565199,80.47721,285.1126,-34299.145,-8591.953,Moderate,Agricultural Runoff
16.565199,80.49409,335.27844,-101813.46,-147520.77,High,Agricultural Runoff
16.565199,80.49577,358.6234,29282.178,-99313.445,High,Agricultural Runoff
16.565199,80.502525,383.13794,97439.73,-105027.59,High,Agricultural Runoff
16.565199,80.50421,364.2657,92469.945,-82917.18,High,Agricultural Runoff
16.565199,80.5059,310.42892,76988.47,-41137.355,High,Agricultural Runoff
16.565199,80.50758,518.61554,136728.08,-85265.586,Critical,Agricultural Runoff
16.565199,80.50927,442.95544,120759.03,-29414.004,High,Agricultural Runoff
16.565199,80.51096,457.73117,131647.28,-38022.01,High,Agricultural Runoff
16.565199,80.51771,437.45996,-163317.34,142984.52,High,Agricultural Runoff
16.565199,80.519394,492.8582,-144987.38,186582.05,High,Agricultural Runoff
16.565199,80.52109,482.421,258216.39,150328.56,High,Agricultural Runoff
16.565199,80.52277,459.8062,95296.57,-79585.15,High,Agricultural Runoff
16.565199,80.52446,562.6981,135483.64,-137474.89,Critical,Agricultural Runoff
16.565199,80.526146,601.5928,153405.44,-96245.1,Critical,Agricultural Runoff
16.565199,80.52783,596.5577,152789.72,-95309.03,Critical,Agricultural Runoff
16.565199,80.529526,593.63354,148986.86,-97540.64,Critical,Agricultural Runoff
16.565199,80.53121,603.4613,161440.75,-90815.49,Critical,Agricultural Runoff
16.565199,80.5329,576.44055,28721.87,-146330.94,Critical,Agricultural Runoff
16.563581,80.5059,449.95767,-123191.62,97714.336,High,Agricultural Runoff
16.563581,80.50758,567.8257,125713.52,176447.3,Critical,Agricultural Runoff
16.563581,80.52277,409.39624,98751.336,120108.96,High,Agricultural Runoff
16.563581,80.52446,536.4803,163424.27,160944.02,Critical,Agricultural Runoff
16.563581,80.526146,641.4485,166445.33,146202.72,Critical,Agricultural Runoff
16.563581,80.52783,656.95337,176881.22,145711.88,Critical,Agricultural Runoff
16.563581,80.529526,625.2195,164973.16,140992.42,Critical,Agricultural Runoff
16.563581,80.53121,639.0816,169788.33,130177.375,Critical,Agricultural Runoff
16.563581,80.5329,612.9231,115923.08,-39885.695,Critical,Agricultural Runoff
16.563581,80.534584,603.2002,37257.84,-56099.965,Critical,Agricultural Runoff
16.563581,80.53627,541.7219,-158992.97,-16240.257,Critical,Agricultural Runoff
16.561962,80.526146,599.6543,188668.03,199673.84,Critical,Agricultural Runoff
16.561962,80.52783,642.85596,165752.64,-135622.48,Critical,Agricultural Runoff
16.561962,80.529526,648.4895,170727.88,-125009.45,Critical,Agricultural Runoff
16.561962,80.53121,653.1097,175925.2,-119005.71,Critical,Agricultural Runoff
16.561962,80.5329,615.6139,-25789.314,-96593.23,Critical,Agricultural Runoff
16.561962,80.534584,612.72156,-344259.06,-38026.023,Critical,Agricultural Runoff
16.561962,80.53627,597.01025,-244909.34,-42976.992,Critical,Agricultural Runoff
16.561962,80.537964,574.98444,-63535.41,-201700.7,Critical,Agricultural Runoff
16.560345,80.52783,549.13446,87042.25,195497.05,Critical,Agricultural Runoff
16.560345,80.529526,611.9458,257226.3,-108248.62,Critical,Agricultural Runoff
16.560345,80.53121,659.50745,179626.08,-179008.64,Critical,Agricultural Runoff
16.560345,80.5329,660.4186,-85769.66,-63496.438,Critical,Agricultural Runoff
16.560345,80.534584,634.31335,-816384.5,7709.8975,Critical,Agricultural Runoff
16.560345,80.53627,635.7103,-162136.36,-56976.543,Critical,Agricultural Runoff
16.560345,80.537964,640.3594,215393.72,-70746.15,Critical,Agricultural Runoff
16.560345,80.53965,629.2268,-275179.1,-92836.97,Critical,Agricultural Runoff
16.558727,80.529526,459.8443,160160.22,126125.76,High,Agricultural Runoff
16.558727,80.53121,627.09607,313573.34,109815.586,Critical,Agricultural Runoff
16.558727,80.5329,670.1799,153569.12,151349.62,Critical,Agricultural Runoff
16.558727,80.534584,673.3462,-878826.4,81347.305,Critical,Agricultural Runoff
16.558727,80.53627,659.27203,7320.979,-198.69719,Critical,Agricultural Runoff
16.558727,80.537964,604.25854,326529.75,-19260.021,Critical,Agricultural Runoff
16.558727,80.53965,612.7113,-235375.45,-64619.082,Critical,Agricultural Runoff
16.558727,80.541336,595.63086,-249541.34,-146427.14,Critical,Agricultural Runoff
16.557108,80.53121,534.62994,167781.95,157682.81,Critical,Agricultural Runoff
16.557108,80.5329,645.2175,156642.69,-177752.42,Critical,Agricultural Runoff
16.557108,80.534584,640.3801,-839925.6,-91268.07,Critical,Agricultural Runoff
16.557108,80.53627,639.21704,7320.979,-198.69719,Critical,Agricultural Runoff
16.557108,80.537964,550.6662,7320.979,-198.69719,Critical,Agricultural Runoff
16.557108,80.53965,566.0932,-328920.28,-55351.137,Critical,Agricultural Runoff
16.557108,80.541336,618.1311,94367.1,-67305.14,Critical,Agricultural Runoff
16.557108,80.54302,614.45337,-180920.9,-292816.28,Critical,Agricultural Runoff
16.55549,80.5329,580.9819,145249.39,-96248.6,Critical,Agricultural Runoff
16.55549,80.534584,583.9339,-99279.07,-156827.05,Critical,Agricultural Runoff
16.55549,80.53627,633.9031,119233.945,-126076.75,Critical,Agricultural Runoff
16.55549,80.537964,588.6115,148860.47,-26055.025,Critical,Agricultural Runoff
16.55549,80.53965,604.17706,158540.06,-28345.62,Critical,Agricultural Runoff
16.55549,80.541336,665.2848,309330.28,20239.973,Critical,Agricultural Runoff
16.55549,80.54302,679.40796,187830.77,-50456.777,Critical,Agricultural Runoff
16.55549,80.54471,519.46277,-236010.81,-134340.89,Critical,Agricultural Runoff
16.553873,80.53121,379.71036,97463.7,-48109.934,High,Agricultural Runoff
16.553873,80.5329,549.67896,137056.23,89136.33,Critical,Agricultural Runoff
16.553873,80.534584,579.99304,146769.84,92730.8,Critical,Agricultural Runoff
16.553873,80.53627,654.01825,174149.94,109390.86,Critical,Agricultural Runoff
16.553873,80.537964,644.22504,173719.45,110478.57,Critical,Agricultural Runoff
16.553873,80.53965,617.7737,165894.64,109409.84,Critical,Agricultural Runoff
16.553873,80.541336,639.6714,170661.0,109570.84,Critical,Agricultural Runoff
16.553873,80.54302,685.2662,170648.11,44970.574,Critical,Agricultural Runoff
16.553873,80.54471,626.40546,-46237.047,-9895.8,Critical,Agricultural Runoff
16.552254,80.5329,524.14905,62672.42,172478.17,Critical,Agricultural Runoff
16.552254,80.534584,616.9215,164176.66,-107623.59,Critical,Agricultural Runoff
16.552254,80.53627,622.81006,178276.7,-131442.19,Critical,Agricultural Runoff
16.552254,80.537964,608.1342,158537.02,-159962.39,Critical,Agricultural Runoff
16.552254,80.53965,633.3567,164448.78,-121624.7,Critical,Agricultural Runoff
16.552254,80.541336,637.8821,162493.25,-162822.52,Critical,Agricultural Runoff
16.552254,80.54302,617.4736,147130.12,-133373.86,Critical,Agricultural Runoff
16.552254,80.54471,542.44,115823.62,-44138.312,Critical,Agricultural Runoff
16.550636,80.534584,572.7981,312696.5,198800.05,Critical,Agricultural Runoff
16.550636,80.53627,358.7741,85717.43,-47903.66,High,Agricultural Runoff
16.550636,80.537964,390.21146,-2663.0908,-30811.521,High,Agricultural Runoff
16.550636,80.541336,570.2806,138899.92,-12760.67,Critical,Agricultural Runoff
16.550636,80.54302,633.78,274869.3,-51014.168,Critical,Agricultural Runoff
16.550636,80.54471,503.58948,-51548.28,27994.877,Critical,Agricultural Runoff
16.549019,80.53627,231.76653,-78806.984,6840.3623,Moderate,Agricultural Runoff
16.549019,80.537964,358.8061,13853.1,32084.42,High,Agricultural Runoff
16.549019,80.541336,534.73065,-292584.75,-2274.5972,Critical,Agricultural Runoff
16.549019,80.54302,660.5554,373608.0,18972.193,Critical,Agricultural Runoff
16.549019,80.546394,474.96317,43396.21,213508.12,High,Agricultural Runoff
16.549019,80.54809,429.24277,107806.26,1438.8445,High,Agricultural Runoff
16.5474,80.537964,527.2091,133100.6,-55607.766,Critical,Agricultural Runoff
16.5474,80.53965,607.5461,-59233.3,-72428.195,Critical,Agricultural Runoff
16.5474,80.541336,596.63367,126569.16,-79072.32,Critical,Agricultural Runoff
16.5474,80.54302,627.77466,-233814.1,16432.951,Critical,Agricultural Runoff
16.5474,80.54809,476.64438,76464.375,23123.951,High,Agricultural Runoff
16.5474,80.549774,555.96625,-67511.336,3357.064,Critical,Agricultural Runoff
16.5474,80.55146,656.46063,-229403.77,-29058.225,Critical,Agricultural Runoff
16.5474,80.55315,666.5864,-180681.02,-366434.62,Critical,Agricultural Runoff
16.545782,80.537964,509.7359,231817.97,55404.527,Critical,Agricultural Runoff
16.545782,80.53965,742.6356,202004.6,-196609.88,Critical,Agricultural Runoff
16.545782,80.541336,692.4789,180930.03,-74971.9,Critical,Agricultural Runoff
16.545782,80.54302,669.4943,-24403.92,-10918.165,Critical,Agricultural Runoff
16.545782,80.55146,553.21484,138718.55,-57255.24,Critical,Agricultural Runoff
16.545782,80.55315,606.37085,159140.67,-11462.414,Critical,Agricultural Runoff
16.545782,80.55483,616.8434,-183752.9,-178463.17,Critical,Agricultural Runoff
16.544165,80.537964,404.2345,129534.33,21024.693,High,Agricultural Runoff
16.544165,80.53965,633.6001,-70882.555,95234.8,Critical,Agricultural Runoff
16.544165,80.541336,555.0314,44044.77,226644.47,Critical,Agricultural Runoff
16.544165,80.54302,557.51,78889.414,155274.36,Critical,Agricultural Runoff
16.544165,80.54471,499.34567,26251.406,-150179.45,High,Agricultural Runoff
16.544165,80.546394,309.9184,-23280.203,-84128.37,High,Agricultural Runoff
16.544165,80.54809,420.8708,129692.336,-13676.476,High,Agricultural Runoff
16.544165,80.55146,380.0448,100001.26,14644.119,High,Agricultural Runoff
16.544165,80.55315,413.1125,106530.234,11473.21,High,Agricultural Runoff
16.544165,80.55483,609.76855,-85339.27,-25355.414,Critical,Agricultural Runoff
16.544165,80.556526,697.00684,85359.88,-168456.1,Critical,Agricultural Runoff
16.544165,80.55821,620.08514,-11513.562,-207443.48,Critical,Industrial Zone Upstream
16.542545,80.53965,592.79895,-241337.16,92346.1,Critical,Agricultural Runoff
16.542545,80.546394,423.9866,68550.195,169107.73,High,Agricultural Runoff
16.542545,80.54809,532.3334,38200.72,177369.86,Critical,Agricultural Runoff
16.542545,80.549774,560.7503,129983.47,-114174.7,Critical,Agricultural Runoff
16.542545,80.55146,463.64758,129592.5,-79082.71,High,Agricultural Runoff
16.542545,80.55315,426.39508,117837.88,-3067.586,High,Agricultural Runoff
16.542545,80.55483,614.9624,171326.17,-18499.014,Critical,Agricultural Runoff
16.542545,80.556526,741.3679,124141.27,-22219.816,Critical,Agricultural Runoff
16.542545,80.55821,671.79785,-15366.172,7892.5654,Critical,Industrial Zone Upstream
16.542545,80.5599,638.1001,148349.28,-17477.465,Critical,Industrial Zone Upstream
16.542545,80.561584,495.91962,13981.555,-206652.38,High,Industrial Zone Upstream
16.540928,80.549774,439.12985,120446.11,134251.75,High,Agricultural Runoff
16.540928,80.55146,492.59662,64454.746,124785.984,High,Agricultural Runoff
16.540928,80.55315,529.2901,93276.32,97266.49,Critical,Agricultural Runoff
16.540928,80.55483,719.48047,-160041.47,206698.42,Critical,Agricultural Runoff
16.540928,80.556526,795.1284,218896.23,-50588.59,Critical,Agricultural Runoff
16.540928,80.55821,723.9718,-54539.438,-37049.453,Critical,Industrial Zone Upstream
16.540928,80.5599,642.7909,206549.94,-25031.59,Critical,Industrial Zone Upstream
16.540928,80.561584,585.0476,100582.0,-10074.392,Critical,Industrial Zone Upstream
16.540928,80.56327,525.2362,61131.355,-3747.6038,Critical,Industrial Zone Upstream
16.540928,80.56496,467.71936,4003.912,-128133.67,High,Industrial Zone Upstream
16.539309,80.556526,588.99255,165256.8,88576.43,Critical,Industrial Zone Upstream
16.539309,80.55821,678.5067,156536.39,-33462.242,Critical,Industrial Zone Upstream
16.539309,80.5599,621.4946,138695.45,-21897.37,Critical,Industrial Zone Upstream
16.539309,80.561584,539.4476,160086.0,-15303.04,Critical,Industrial Zone Upstream
16.539309,80.56327,552.43506,148809.23,-80.577705,Critical,Industrial Zone Upstream
16.539309,80.56496,526.7481,131866.02,-2533.7195,Critical,Industrial Zone Upstream
16.539309,80.56665,510.7058,141229.34,-21883.02,Critical,Industrial Zone Upstream
16.539309,80.56834,529.9249,-110306.97,-126195.86,Critical,Industrial Zone Upstream
16.537691,80.55821,613.5754,133279.25,15568.836,Critical,Industrial Zone Upstream
16.537691,80.5599,592.19495,154330.58,12886.346,Critical,Industrial Zone Upstream
16.537691,80.561584,554.90106,151508.33,6200.9634,Critical,Industrial Zone Upstream
16.537691,80.56327,556.1687,148801.11,48925.01,Critical,Industrial Zone Upstream
16.537691,80.56496,513.4247,134670.67,38554.695,Critical,Industrial Zone Upstream
16.537691,80.56665,528.7024,49240.09,340.02905,Critical,Industrial Zone Upstream
16.537691,80.56834,599.7317,-33547.105,5484.386,Critical,Industrial Zone Upstream
16.537691,80.57002,631.3841,-18232.066,-216522.6,Critical,Industrial Zone Upstream
16.536074,80.5599,609.41394,179562.78,29712.21,Critical,Industrial Zone Upstream
16.536074,80.561584,548.9363,102515.66,121974.305,Critical,Industrial Zone Upstream
16.536074,80.56327,557.9075,53439.24,109454.58,Critical,Industrial Zone Upstream
16.536074,80.56496,549.4306,149830.1,8247.233,Critical,Industrial Zone Upstream
16.536074,80.56665,557.4427,62134.234,32679.252,Critical,Industrial Zone Upstream
16.536074,80.56834,612.12897,50729.31,1129.6442,Critical,Industrial Zone Upstream
16.536074,80.57002,689.3915,240550.45,48851.89,Critical,Industrial Zone Upstream
16.536074,80.57171,634.754,-16367.728,-68216.93,Critical,Industrial Zone Upstream
16.534454,80.5599,492.55884,17208.299,8396.14,High,Industrial Zone Upstream
16.534454,80.56496,546.76904,150460.38,225700.89,Critical,Industrial Zone Upstream
16.534454,80.56665,572.55084,127617.695,13128.294,Critical,Industrial Zone Upstream
16.534454,80.56834,584.912,-129524.016,1938.5632,Critical,Industrial Zone Upstream
16.534454,80.57002,683.8259,294116.9,-3882.798,Critical,Industrial Zone Upstream
16.534454,80.57171,709.6671,188659.95,-35078.316,Critical,Industrial Zone Upstream
16.534454,80.573395,665.58093,-39295.652,66825.43,Critical,Industrial Zone Upstream
16.534454,80.57509,631.97406,-13815.647,-207340.3,Critical,Industrial Zone Upstream
16.532837,80.5599,492.98508,-328624.1,5095.9336,High,Industrial Zone Upstream
16.532837,80.56665,510.25922,49900.17,169974.06,Critical,Industrial Zone Upstream
16.532837,80.56834,528.1904,41298.645,165271.75,Critical,Industrial Zone Upstream
16.532837,80.57002,624.3987,3850.035,-20404.76,Critical,Industrial Zone Upstream
16.532837,80.57171,809.6921,224792.25,-68448.5,Critical,Industrial Zone Upstream
16.532837,80.573395,837.773,-64143.086,-58055.043,Critical,Industrial Zone Upstream
16.532837,80.57509,728.7584,259056.12,60597.6,Critical,Industrial Zone Upstream
16.532837,80.576775,818.22046,-63305.477,-107867.164,Critical,Industrial Zone Upstream
16.53122,80.5599,518.0361,-577443.4,-39291.367,Critical,Industrial Zone Upstream
16.53122,80.57002,467.7601,88130.58,74159.74,High,Industrial Zone Upstream
16.53122,80.57171,621.16797,-12295.294,118074.92,Critical,Industrial Zone Upstream
16.53122,80.573395,703.2892,195711.53,-64518.47,Critical,Industrial Zone Upstream
16.53122,80.57509,730.8894,200789.48,-100216.93,Critical,Industrial Zone Upstream
16.53122,80.576775,781.72424,207447.78,32955.406,Critical,Industrial Zone Upstream
16.53122,80.57846,624.96783,160782.05,-3418.021,Critical,Industrial Zone Upstream
16.5296,80.5599,370.26962,-7920.4917,-44367.727,High,Industrial Zone Upstream
16.5296,80.573395,449.9889,25525.662,165915.56,High,Industrial Zone Upstream
16.5296,80.57509,478.4721,218882.58,-3019.8381,High,Industrial Zone Upstream
16.5296,80.576775,554.4217,139718.52,-76853.42,Critical,Industrial Zone Upstream
16.5296,80.57846,652.5939,169297.62,-15797.943,Critical,Industrial Zone Upstream
16.5296,80.58015,523.4666,129874.01,5526.4155,Critical,Industrial Zone Upstream
16.527983,80.5599,438.28613,187733.88,22030.26,High,Industrial Zone Upstream
16.527983,80.576775,294.74963,-88368.96,42258.266,Moderate,Industrial Zone Upstream
16.527983,80.57846,449.46176,195221.95,-1628.4648,High,Industrial Zone Upstream
16.527983,80.58015,581.8825,153131.34,-29764.117,Critical,Industrial Zone Upstream
16.526365,80.5599,519.2163,333874.16,25591.574,Critical,Industrial Zone Upstream
16.526365,80.57846,226.18616,-40892.906,-3662.028,Moderate,Industrial Zone Upstream
16.526365,80.58015,480.68854,122895.89,41323.33,High,Industrial Zone Upstream
16.524746,80.5599,580.7099,368096.88,-75084.234,Critical,Industrial Zone Upstream
16.524746,80.57846,221.56691,20850.668,38748.57,Moderate,Industrial Zone Upstream
16.524746,80.58015,557.36285,240366.77,-6519.1553,Critical,Industrial Zone Upstream
16.524746,80.58183,556.6859,148525.16,-107679.96,Critical,Industrial Zone Upstream
16.523129,80.5599,367.421,139404.89,53282.84,High,Industrial Zone Upstream
16.523129,80.58015,456.78796,112703.234,149029.64,High,Industrial Zone Upstream
16.523129,80.58183,480.77673,120943.87,81118.51,High,Industrial Zone Upstream
16.523129,80.58352,484.43533,110694.82,23385.74,High,Industrial Zone Upstream
16.523129,80.58521,548.56396,230204.89,40835.99,Critical,Industrial Zone Upstream
16.523129,80.5869,356.00967,-72455.16,-2580.9048,High,Industrial Zone Upstream
16.52151,80.561584,350.34784,1807.035,34047.734,High,Industrial Zone Upstream
16.52151,80.58352,291.8523,-5883.5625,73456.805,Moderate,Industrial Zone Upstream
16.52151,80.58521,457.22122,55901.062,198415.97,High,Industrial Zone Upstream
16.52151,80.59196,386.8556,-51805.984,-125453.02,High,Industrial Zone Upstream
16.519892,80.59196,527.91113,30151.3,50371.77,Critical,Industrial Zone Upstream
16.519892,80.59365,441.63394,81270.38,-57721.234,High,Industrial Zone Upstream
16.518274,80.561584,173.70906,-65533.797,9630.641,Moderate,Industrial Zone Upstream
16.518274,80.56327,272.25555,-35477.37,-43433.215,Moderate,Industrial Zone Upstream
16.518274,80.56496,235.80708,-47926.72,-58482.1,Moderate,Industrial Zone Upstream
16.518274,80.59365,512.74243,262769.75,63446.152,Critical,Industrial Zone Upstream
16.518274,80.59534,580.68164,-255793.25,-39718.797,Critical,Industrial Zone Upstream
16.518274,80.59702,604.38196,-249335.73,-233788.8,Critical,Industrial Zone Upstream
16.516655,80.561584,235.05348,24342.62,12010.964,Moderate,Industrial Zone Upstream
16.516655,80.56327,171.10188,-2873.3677,-20320.564,Moderate,Industrial Zone Upstream
16.516655,80.56496,183.94978,27484.502,-9474.389,Moderate,Industrial Zone Upstream
16.516655,80.59365,548.56274,213949.62,41649.49,Critical,Industrial Zone Upstream
16.516655,80.59534,579.46826,-83185.79,30645.162,Critical,Industrial Zone Upstream
16.516655,80.59702,537.4885,120461.81,18622.646,Critical,Industrial Zone Upstream
16.515038,80.573395,326.85944,45340.68,123997.414,High,Industrial Zone Upstream
16.515038,80.57509,406.24323,93796.06,161878.6,High,Industrial Zone Upstream
16.515038,80.576775,401.22784,-36248.97,-399292.03,High,Industrial Zone Upstream
16.515038,80.57846,354.1164,-75841.36,-196634.28,High,Industrial Zone Upstream
16.515038,80.59365,453.50555,182255.33,-10530.918,High,Industrial Zone Upstream
16.515038,80.59534,521.7425,-48979.348,-15289.133,Critical,Industrial Zone Upstream
16.515038,80.59702,453.52454,169645.4,20671.105,High,Industrial Zone Upstream
16.51342,80.58015,422.54828,87448.8,102510.03,High,Industrial Zone Upstream
16.51342,80.58183,356.04022,23631.842,-76421.62,High,Industrial Zone Upstream
16.51342,80.58352,532.7355,-64722.355,-98545.805,Critical,Industrial Zone Upstream
16.51342,80.58521,605.34033,-66245.2,-155321.44,Critical,Industrial Zone Upstream
16.5118,80.58352,475.10663,328848.25,-31728.074,High,Industrial Zone Upstream
16.5118,80.58521,646.8446,-239142.64,-56918.984,Critical,Industrial Zone Upstream
16.5118,80.600395,533.0343,28877.602,-53177.527,Critical,Industrial Zone Upstream
16.5118,80.60208,616.39124,-266363.16,-51023.08,Critical,Industrial Zone Upstream
16.510183,80.58352,419.62292,185154.77,-47841.656,High,Industrial Zone Upstream
16.510183,80.58521,541.869,114110.35,-57425.574,Critical,Industrial Zone Upstream
16.510183,80.600395,528.6018,-59754.85,-46885.086,Critical,Industrial Zone Upstream
16.510183,80.60208,642.31665,-421112.75,-5419.7456,Critical,Industrial Zone Upstream
16.510183,80.603775,583.756,61.30348,-7189.2075,Critical,Industrial Zone Upstream
16.508566,80.58015,256.97934,55632.18,8926.378,Moderate,Industrial Zone Upstream
16.508566,80.58183,331.6798,21301.857,98344.086,High,Industrial Zone Upstream
16.508566,80.58352,279.35608,62888.38,-21372.717,Moderate,Industrial Zone Upstream
16.508566,80.5869,427.01184,-163991.03,-106382.41,High,Industrial Zone Upstream
16.506947,80.588585,361.86835,85560.9,-39577.645,High,Industrial Zone Upstream
16.506947,80.59027,586.7165,-151551.62,-195762.12,Critical,Industrial Zone Upstream
16.506947,80.59196,492.15366,-147650.17,-146502.12,High,Industrial Zone Upstream
16.50533,80.588585,211.77821,-126385.54,-20227.979,Moderate,Industrial Zone Upstream
16.50533,80.59027,554.7395,49166.94,143627.62,Critical,Industrial Zone Upstream
16.50533,80.59196,653.5419,185687.86,-59224.69,Critical,Industrial Zone Upstream
16.50533,80.59365,604.04956,15432.661,-196819.48,Critical,Industrial Zone Upstream
16.50533,80.59534,563.20233,-59726.586,-200788.58,Critical,Industrial Zone Upstream
16.503712,80.59196,369.86664,-7642.058,62594.125,High,Industrial Zone Upstream
16.503712,80.59365,564.6122,162304.19,169755.83,Critical,Industrial Zone Upstream
16.503712,80.59534,639.47906,68307.1,190140.64,Critical,Industrial Zone Upstream
16.503712,80.59702,557.5559,212323.89,-127336.195,Critical,Industrial Zone Upstream
16.46164,80.654396,162.82985,-14450.125,21212.428,Moderate,Industrial Zone Upstream
16.570053,80.45696,200.11324,71289.52,-75114.805,Moderate,Agricultural Runoff
16.570053,80.45865,93.65353,18447.607,-21109.754,Low,Agricultural Runoff
16.570053,80.460335,59.824158,10698.485,5362.77,Low,Agricultural Runoff
16.570053,80.46202,45.207726,22297.389,14598.729,Low,Agricultural Runoff
16.570053,80.46371,52.20128,21324.213,5419.5947,Low,Agricultural Runoff
16.570053,80.4654,47.38643,-16223.064,5388.3164,Low,Agricultural Runoff
16.570053,80.46709,56.89885,4954.385,927.702,Low,Agricultural Runoff
16.570053,80.46877,67.83016,11484.223,-8478.245,Low,Agricultural Runoff
16.570053,80.47046,56.311028,-3921.6965,9390.258,Low,Agricultural Runoff
16.570053,80.51096,346.09998,-12695.319,-85165.51,High,Agricultural Runoff
16.570053,80.51265,383.2948,35061.883,-79303.09,High,Agricultural Runoff
16.570053,80.514336,386.31085,97288.55,-65441.56,High,Agricultural Runoff
16.570053,80.51602,597.10834,83314.01,-165732.75,Critical,Agricultural Runoff
16.570053,80.51771,615.08875,-40321.035,-178205.92,Critical,Agricultural Runoff
16.570053,80.519394,546.2288,99707.47,-150602.7,Critical,Agricultural Runoff
16.570053,80.52109,581.64453,89662.72,-164233.97,Critical,Agricultural Runoff
16.570053,80.52277,628.1196,-65850.31,-181799.39,Critical,Agricultural Runoff
16.570053,80.52446,585.6563,64007.223,-152480.89,Critical,Agricultural Runoff
